id,gender,race,appointed_date,rank,birth_year,complaint_percentile
8251,M,White,1985-05-06,Police Officer,1955,21.8009
15794,M,White,1970-11-16,Police Officer,1947,19.7166
27871,M,Black,1998-10-13,Police Officer,1969,58.1063
10194,M,White,1962-11-26,Sergeant,1939,35.7589
28436,F,White,1989-12-26,Police Officer,1949,22.0908
6427,M,White,1964-06-15,Police Officer,1940,51.1878
15852,F,Hispanic,1999-06-21,Detective,1975,67.2271
12232,M,White,2005-09-26,Police Officer,1973,90.6652
23778,M,Hispanic,2003-09-29,Police Officer,1967,55.3781
9503,M,White,1976-10-18,Lieutenant,1951,84.3025
19963,M,Hispanic,1990-08-27,Police Officer,1952,37.8728
2555,M,White,1986-12-22,Police Officer,1955,90.7247
3337,M,White,1994-08-01,Detective,1969,77.7120
25567,M,White,2000-01-24,Sergeant,1975,65.0873
26864,M,Black,1985-09-09,Police Officer,1955,83.5772
20577,M,White,1986-12-22,Detective,1956,54.9501
27327,M,White,1972-04-03,Police Officer,1948,58.0840
6819,M,White,1987-04-13,Detective,1963,86.1297
24205,F,White,1980-01-28,Police Officer,1950,44.0791
19448,F,Black,1997-09-02,Police Officer,1959,26.5370
29813,F,Black,2001-09-24,Police Officer,1977,
25945,M,Hispanic,2000-01-24,Police Officer,1971,34.7598
680,M,White,1995-10-23,Police Officer,1970,34.9407
17781,M,White,2002-12-02,Police Officer,1965,46.9871
29643,M,Hispanic,1996-03-18,Police Officer,1971,35.2948
16973,M,White,1986-12-22,Sergeant,1959,68.8078
29341,M,White,1986-03-31,Lieutenant,1961,38.3554
6855,M,Hispanic,2007-10-29,Police Officer,1982,33.5830
2915,M,White,2006-05-01,Police Officer,1978,39.8915
16987,M,White,1973-06-04,Police Officer,1941,40.7578
7820,F,White,2000-01-24,Detective,1970,51.9697
31957,M,Hispanic,1992-01-02,Police Officer,1964,67.6245
26217,M,Black,1998-10-13,Police Officer,1970,69.0115
30664,M,Black,1975-05-16,Police Officer,1951,73.6563
29719,M,White,1968-11-25,Police Officer,1946,32.2564
23180,F,Black,1991-02-27,Police Officer,1964,34.0835
5494,M,Black,2003-04-28,Police Officer,1971,47.9577
5014,M,Black,1986-06-16,Police Officer,1960,71.5547
21407,M,Hispanic,1992-01-02,Detective,1970,56.8377
25663,M,White,1996-08-05,Police Officer,1967,63.8548
19695,F,Black,1995-12-04,Police Officer,1960,83.2186
2316,M,White,1986-08-11,Police Officer,1964,38.3554
9312,M,White,1991-04-24,Police Officer,1961,66.7074
10449,M,White,2001-08-27,Police Officer,1976,97.8488
24947,F,Black,1986-11-17,Police Officer,1958,38.8827
23295,M,White,1967-02-13,Assistant Deputy Superintendent,1944,21.4238
10787,M,Black,1994-05-31,Police Officer,1970,
30782,M,Black,2000-09-11,Police Officer,1961,62.5845
30431,M,White,1966-02-28,Captain,1940,42.3062
11130,M,Black,1994-12-05,Police Officer,1967,76.2447
18245,M,White,1972-02-01,Detective,1946,30.0684
18692,M,White,2005-08-29,Police Officer,1979,67.2003
16302,M,White,2007-01-16,Police Officer,1956,98.9454
19408,F,Hispanic,2012-12-14,Police Officer,1986,76.9134
27645,M,White,1962-11-12,Sergeant,1937,23.4844
15682,F,White,1982-03-01,Police Officer,1950,26.0600
13559,M,Black,1977-07-18,Police Officer,1948,67.4920
438,M,Hispanic,1998-03-16,Detective,1971,64.6632
10465,M,White,1961-06-05,Police Officer,1936,64.1168
14943,M,White,2005-09-26,Police Officer,1979,54.9731
31898,M,White,1998-05-26,Police Officer,1973,76.0536
5311,F,White,1996-05-06,Sergeant,1967,25.5703
28616,M,White,1961-01-09,Police Officer,1937,26.5534
31199,M,Black,1995-12-04,Sergeant,1968,90.0844
21102,M,White,2004-10-25,Police Officer,1979,64.5333
30596,F,Black,1991-04-24,Police Officer,1959,27.9072
9425,M,Hispanic,1999-10-25,Police Officer,1972,98.9989
24464,M,Hispanic,1996-05-06,Police Officer,1970,95.0556
26043,F,White,1997-05-05,Police Officer,1969,93.3857
28430,M,Black,1985-11-18,Police Officer,1949,67.0325
2716,M,White,2001-09-24,Police Officer,1979,68.9886
26165,M,White,1997-09-02,Police Officer,1971,87.4861
12302,M,White,1982-02-01,Police Officer,1954,54.4974
24412,M,Hispanic,1994-05-31,Police Officer,1960,83.2525
16560,M,Hispanic,2003-10-27,Police Officer,1974,80.4631
24400,M,Hispanic,2006-08-28,Police Officer,1980,40.9652
20317,M,Hispanic,1990-03-26,Police Officer,1965,88.1395
22915,M,White,2010-09-01,Police Officer,1984,69.4624
10639,M,White,1970-03-02,Police Officer,1947,57.6752
4938,F,Black,1990-08-27,Police Officer,1960,79.1039
11017,M,White,2006-11-27,Police Officer,1970,59.0348
23839,F,White,1994-05-02,Police Officer,1965,16.4197
12819,F,White,2002-08-26,Police Officer,1974,18.4020
7950,M,White,1994-10-03,Police Officer,1970,69.6802
9030,M,White,1970-03-02,Police Officer,1947,69.6769
18268,M,White,1991-04-24,Police Officer,1959,58.7368
30041,F,Black,1976-10-18,Police Officer,1949,18.8564
15920,F,Black,1978-02-27,Police Officer,1953,53.1480
31264,M,White,2005-10-31,Police Officer,1966,62.1107
17771,M,White,1999-11-29,Police Officer,1976,81.1318
24723,M,White,1972-04-03,Police Officer,1948,43.5761
15657,M,White,2004-09-27,Police Officer,1968,64.2047
4155,M,Hispanic,2006-02-21,Police Officer,1981,81.1585
7581,M,Black,1964-06-01,Lieutenant,1934,35.4154
26026,M,White,1961-01-16,Detective,1938,54.6782
11680,M,White,1980-06-23,Lieutenant,1953,90.4994
9186,M,White,1987-03-09,Lieutenant,1963,66.4514
3618,M,White,1991-11-18,Sergeant,1969,94.4895
12086,M,Hispanic,2007-04-02,Police Officer,1979,86.7372
16820,F,White,2000-02-28,Detective,1977,29.0054
28438,M,Black,2001-03-26,Police Officer,1971,54.5260
10081,M,Black,1975-05-16,Police Officer,1943,84.8242
9332,M,White,1973-06-04,Police Officer,1948,44.0352
2506,M,White,1980-09-29,Field Training Officer,1954,91.6688
14317,M,White,2010-09-01,Police Officer,1985,82.9277
9843,M,Asian/Pacific,2004-11-29,Police Officer,1971,27.7139
4326,M,Black,2009-12-16,Police Officer,1970,65.3395
18825,M,Hispanic,1999-11-29,Police Officer,1973,51.6258
9789,M,White,1986-07-14,Detective,1950,51.4692
4561,M,White,2006-05-22,Police Officer,1973,20.8475
29559,M,White,1971-07-26,Sergeant,1945,81.1817
14279,M,White,1998-02-17,Police Officer,1973,73.1306
28115,M,White,1972-11-20,Police Officer,1944,39.3232
10248,F,Hispanic,2004-09-27,Police Officer,1964,44.4079
12906,M,White,2012-12-14,Police Officer,1976,62.2215
26716,M,White,1964-06-15,Police Officer,1941,0.0000
17446,M,White,1971-10-25,Police Officer,1950,34.1768
19155,M,Black,1977-11-01,Police Officer,1951,96.0978
31999,M,Hispanic,1998-05-26,Police Officer,1973,96.0758
3876,M,White,1999-03-08,Police Officer,1970,88.4605
24860,F,White,1977-11-01,Police Officer,1947,22.7439
18812,M,Hispanic,1998-08-31,Sergeant,1964,89.8055
23509,M,White,2013-03-15,Police Officer,1984,94.9639
24889,M,White,1994-10-03,Police Officer,1954,48.0456
28530,M,Black,1994-05-02,Police Officer,1961,91.7581
21412,M,Hispanic,1987-12-07,Police Officer,1950,83.8210
12237,M,Black,1999-11-29,Police Officer,1966,56.2607
51,M,Hispanic,2003-10-27,Police Officer,1975,61.3198
18447,M,White,1970-01-19,Police Officer,1948,32.6907
2226,M,White,1971-10-12,Sergeant,1948,29.3896
25649,M,White,1997-05-05,Detective,1970,36.4411
26171,M,White,1977-01-03,Sergeant,1952,47.2537
24968,M,Black,1966-11-14,Police Officer,1932,46.2898
16307,M,White,1985-04-08,Lieutenant,1958,52.1809
24086,F,Hispanic,1995-08-07,Police Officer,1968,25.1920
791,M,Asian/Pacific,2007-04-02,Police Officer,1980,88.8541
2059,M,White,1997-03-17,Detective,1968,46.5324
445,M,Black,1970-09-14,Police Officer,1946,37.3545
7802,M,White,1967-12-11,Police Officer,1937,23.0539
15286,M,White,2001-08-27,Police Officer,1979,44.1672
1512,F,Black,1990-08-27,Police Officer,1955,59.2487
8104,M,Hispanic,1989-12-26,Police Officer,1952,72.7981
3768,M,Black,1967-12-11,Police Officer,1941,60.9887
15813,M,Black,1986-10-13,Detective,1957,90.2979
10088,M,White,1997-09-02,Detective,1971,31.8406
27458,M,White,2002-04-29,Police Officer,1971,73.8375
7266,F,White,1991-12-02,Sergeant,1969,65.2669
32338,M,Hispanic,1994-09-06,Police Officer,1967,84.7427
17588,F,White,2006-11-27,Sergeant,1980,51.0489
7232,M,White,1995-01-03,Police Officer,1969,87.1766
8785,F,Hispanic,2003-08-25,Police Officer,1980,18.8950
30745,F,White,1972-10-30,Police Officer,1943,42.8969
10182,M,White,2009-12-16,Police Officer,1978,87.5549
5154,F,White,1990-08-27,Police Officer,1950,37.3825
12754,M,Black,2007-08-27,Police Officer,1983,33.1397
25801,M,White,1968-03-11,Detective,1942,46.9452
13159,M,White,1954-02-16,Sergeant,1929,67.3801
28291,F,Black,1994-01-18,Police Officer,1958,24.1603
32267,M,White,1993-05-17,Sergeant,1968,58.9049
19633,M,White,2004-11-29,Police Officer,1975,69.7413
4103,M,Hispanic,2007-07-09,Police Officer,1981,87.6122
13293,M,White,2008-04-28,Police Officer,1977,56.7613
20158,F,White,2006-05-01,Police Officer,1973,88.6248
8348,M,White,1986-09-08,Detective,1959,66.7762
1108,M,White,1967-11-20,Police Officer,1932,26.6093
17727,M,Black,1991-05-22,Police Officer,1965,72.8631
29247,M,White,1997-08-04,Police Officer,1971,87.2328
15650,M,White,2005-12-05,Police Officer,1982,55.5539
32147,M,Hispanic,1999-10-25,Police Officer,1970,73.9483
13037,M,White,1973-06-04,Police Officer,1951,39.3630
26304,M,White,2007-07-09,Police Officer,1981,85.0789
30643,M,White,1973-02-19,Sergeant,1942,55.4618
23617,M,Black,1991-01-30,Police Officer,1963,37.7326
7714,F,White,1992-06-29,Police Officer,1970,19.4605
5237,M,White,2004-10-25,Police Officer,1977,36.0934
915,M,White,1991-11-18,Sergeant,1969,62.5463
10596,M,White,1961-01-09,Sergeant,1937,74.4472
22181,M,White,1973-06-04,Police Officer,1949,18.6940
3020,M,Black,1997-07-07,Field Training Officer,1962,78.7207
17273,F,White,1992-06-29,Sergeant,1970,76.1912
257,M,Hispanic,1993-11-22,Detective,1958,68.1785
742,M,White,1966-06-13,Police Officer,1946,27.5124
20676,M,White,1996-12-02,Police Officer,1965,58.3241
21734,F,White,1994-05-02,Police Officer,1969,28.5851
29938,M,White,1981-04-13,Police Officer,1952,
14844,M,White,1986-06-16,Police Officer,1945,20.1659
1190,M,Black,1982-07-19,Police Officer,1953,45.8217
22719,M,White,1998-06-08,Sergeant,1974,86.2481
5097,M,White,2003-09-29,Police Officer,1973,74.1622
6925,M,White,1973-06-04,Police Officer,1944,77.1591
1455,M,White,1973-02-19,Police Officer,1949,78.6810
18599,M,White,1999-08-02,Sergeant,1973,94.0927
1707,F,Black,1977-04-04,Police Officer,1946,24.0436
4691,M,White,1961-01-02,Lieutenant,1935,84.9126
14157,M,White,1981-04-13,Police Officer,1951,22.7685
25870,M,White,1971-07-26,Police Officer,1946,52.2826
25483,M,Hispanic,2003-09-29,Police Officer,1975,61.0638
31273,M,White,1981-01-19,Police Officer,1953,89.7416
3232,M,White,1973-03-19,Detective,1952,18.0644
11776,M,Black,1987-04-13,Police Officer,1952,42.8079
9742,M,Black,1999-11-29,Police Officer,1968,34.5038
140,M,White,1987-04-13,Sergeant,1963,54.2318
19759,M,Black,1995-12-04,Police Officer,1963,
32088,M,Black,2009-03-09,Police Officer,1980,90.1761
32319,F,Black,2004-11-29,Police Officer,1970,77.5477
17283,M,White,1998-11-30,Police Officer,1971,60.1369
4834,F,Black,1990-03-26,Sergeant,1958,26.7460
24170,M,White,1970-09-14,Police Officer,1949,26.5606
25149,M,White,1985-09-09,Police Officer,1956,85.6847
26155,F,White,1988-05-02,Police Officer,1959,43.5550
24642,M,Hispanic,1994-10-03,Police Officer,1969,
10005,M,Black,2012-11-30,Police Officer,1983,61.6637
10731,M,Black,1992-01-02,Police Officer,1966,88.3879
3217,M,White,2012-11-30,Police Officer,1986,78.2202
13177,M,White,2004-10-25,Police Officer,1973,58.5113
24568,F,Hispanic,2004-10-25,Police Officer,1980,63.4413
23556,M,Asian/Pacific,1996-07-08,Police Officer,1967,45.3899
1351,F,Black,1986-10-13,Police Officer,1960,27.9969
983,M,Hispanic,1986-12-22,Police Officer,1959,72.0225
25505,F,White,1983-02-14,Detective,1959,27.5068
12590,M,Black,1998-07-27,Police Officer,1962,57.8006
9686,M,Hispanic,1995-08-07,Police Officer,1971,93.3017
17538,F,White,2007-07-30,Police Officer,1978,22.1314
23195,M,White,1998-05-26,Police Officer,1974,53.0969
15834,F,Black,1994-05-31,Police Officer,1968,50.3267
8501,F,White,2005-10-31,Police Officer,1975,67.8155
32164,F,Black,1994-05-02,Police Officer,1969,99.8472
5335,M,White,1990-08-27,Police Officer,1962,71.9308
28841,M,White,1975-06-10,Police Officer,1948,71.2680
27870,M,Black,1993-11-22,Police Officer,1961,68.4099
14301,M,White,1971-06-14,Deputy Chief,1950,34.8984
25020,M,White,1990-03-26,Lieutenant,1961,78.0100
18527,M,White,2007-09-24,Police Officer,1984,91.6931
25230,M,White,2005-01-03,Police Officer,1978,90.6385
31576,M,White,2007-04-30,Police Officer,1977,92.1936
25658,M,White,1995-07-10,Police Officer,1966,39.1235
8001,M,White,1978-02-27,Sergeant,1952,33.4325
2554,M,White,1960-09-26,Police Officer,1936,56.4521
328,M,Black,1968-04-29,Police Officer,1933,0.0000
24766,M,White,1986-06-16,Chief,1963,76.1019
33,M,Hispanic,1973-10-22,Detective,1946,61.9744
10391,M,White,1998-07-27,Sergeant,1974,91.9453
839,F,Black,1993-11-22,Police Officer,1967,36.2696
9456,F,Hispanic,2013-03-15,Police Officer,1986,79.2442
8401,M,White,1999-06-21,Police Officer,1971,67.2271
30892,M,White,1970-03-02,Sergeant,1947,34.0453
17291,M,White,1998-10-13,Police Officer,1966,33.0786
26385,M,Hispanic,1996-07-08,Police Officer,1971,97.8391
28050,M,White,1981-04-13,Police Officer,1942,34.1774
19478,M,Black,1994-08-01,Police Officer,1968,75.8015
28335,M,Hispanic,1990-03-26,Sergeant,1965,97.4840
13699,M,Black,1990-08-27,Detective,1957,35.1095
13636,F,Hispanic,2000-10-10,Sergeant,1975,66.7456
11857,M,White,1970-03-02,Detective,1948,20.2706
1698,M,White,1966-11-28,Police Officer,1946,42.5779
30679,F,Black,1998-06-29,Detective,1970,27.2363
21581,M,Hispanic,1996-12-02,Police Officer,1964,68.2053
23611,M,White,2005-01-03,Sergeant,1975,80.8720
17841,M,Asian/Pacific,2001-02-05,Police Officer,1969,54.0751
18529,M,White,2012-10-05,Police Officer,1986,84.0740
29312,M,White,1982-03-01,Police Officer,1952,69.5247
310,F,White,2002-09-30,Police Officer,1971,39.5285
17997,M,Black,1970-12-14,Captain,1942,47.8012
610,M,White,1991-11-18,Police Officer,1964,47.3291
16495,M,Hispanic,1999-10-25,Police Officer,1969,56.0888
28089,M,White,1962-08-13,Police Officer,1932,44.9427
31719,M,White,1998-05-26,Police Officer,1953,32.5933
6685,M,White,1972-11-20,Police Officer,1942,65.2008
15703,M,Asian/Pacific,1998-10-26,Police Officer,1967,27.3815
11617,M,White,1998-02-17,Police Officer,1967,90.0883
32094,M,White,1988-05-02,Police Officer,1963,77.1541
7633,M,White,2005-01-03,Police Officer,1972,36.4564
14935,M,White,1960-09-05,Police Officer,1935,29.6632
13113,M,White,2006-08-28,Sergeant,1979,65.2325
32406,M,Black,2005-10-31,Police Officer,1971,91.8689
3243,M,Hispanic,1996-03-18,Police Officer,1972,83.1149
28391,M,White,1986-12-22,Police Officer,1962,95.4372
10227,M,White,1990-07-30,Police Officer,1953,77.4311
4330,M,White,2003-09-29,Police Officer,1972,26.2848
22259,M,Hispanic,1994-12-05,Police Officer,1969,93.4377
15299,F,Hispanic,1993-12-13,Detective,1962,56.6811
3610,M,Hispanic,2002-09-30,Police Officer,1967,63.4787
4138,M,White,1973-03-19,Police Officer,1949,47.9918
31810,M,Hispanic,2008-04-28,Police Officer,1978,34.9165
25017,M,White,1983-02-14,Police Officer,1957,57.8943
2637,M,White,1966-06-27,Police Officer,1944,51.1015
29586,M,Hispanic,2003-10-27,Police Officer,1980,89.0867
6288,M,Black,1994-08-01,Police Officer,1963,80.9484
4607,M,White,1968-02-05,Detective,1946,37.3887
31483,M,White,2006-01-23,Police Officer,1979,48.2328
12870,M,Black,2004-09-27,Police Officer,1964,51.8704
21532,F,White,1976-04-26,Police Officer,1947,18.4430
5994,M,White,2007-10-29,Sergeant,1980,79.6760
11825,M,Black,1995-02-06,Police Officer,1962,73.8702
30231,M,White,1982-02-01,Police Officer,1946,0.0000
5377,M,Hispanic,1999-07-12,Police Officer,1954,28.2221
4205,M,White,1971-02-22,Detective,1946,66.4269
22368,M,White,1969-12-01,Police Officer,1947,55.6201
19481,M,White,2003-09-29,Police Officer,1977,33.9651
21570,M,White,1994-01-18,Detective,1953,20.1215
9467,M,Black,2007-10-29,Police Officer,1975,63.1844
28000,M,White,1990-03-26,Detective,1961,74.9035
17678,M,Black,1998-09-28,Police Officer,1954,87.8339
27710,M,Black,2005-10-31,Police Officer,1976,62.1107
30017,M,Black,1970-12-14,Police Officer,1943,49.3934
18953,M,White,1956-05-16,Deputy Chief,1926,0.0000
5990,M,White,2011-10-17,Field Training Officer,1979,77.0013
828,M,Hispanic,1982-06-14,Police Officer,1956,38.3554
2396,F,Black,1975-05-16,Sergeant,1943,35.5840
4609,M,White,2006-08-28,Police Officer,1982,40.9652
27589,M,White,1973-02-19,Police Officer,1949,23.2109
32053,M,Black,2005-09-26,Police Officer,1977,67.4563
12090,M,Hispanic,2001-03-26,Police Officer,1969,59.3023
8837,M,White,1990-03-26,Lieutenant,1958,74.8783
27821,M,White,1973-02-19,Commander,1950,22.3313
2270,M,White,1968-08-26,Commander,1944,18.7384
11975,F,White,1977-04-04,Police Officer,1942,28.5266
14281,M,White,1978-02-27,Police Officer,1952,46.6163
7048,M,Asian/Pacific,2004-01-26,Police Officer,1965,62.1642
29729,M,White,1995-07-10,Lieutenant,1973,96.8744
29045,M,Black,1986-08-11,Detective,1962,66.4514
7792,M,White,1953-10-10,Detective,1929,
3072,M,White,1971-07-26,Police Officer,1948,33.5504
17400,M,Hispanic,1990-07-30,Police Officer,1963,91.6090
26059,M,White,1967-09-18,Police Officer,1945,26.4594
14693,M,White,1966-04-11,Police Officer,1942,39.1939
2422,M,White,2006-07-31,Police Officer,1983,90.3237
18225,M,White,1998-06-08,Police Officer,1970,95.0021
5939,M,White,2013-04-01,Police Officer,1984,
8500,M,White,1992-12-07,Police Officer,1968,92.2319
7892,M,Black,1990-08-27,Sergeant,1956,31.1710
9282,F,White,1976-04-26,Police Officer,1943,23.2211
24004,M,White,1968-01-08,Police Officer,1941,67.9069
29326,F,White,1991-06-19,Detective,1951,62.4923
15574,M,Asian/Pacific,2009-03-09,Police Officer,1982,60.9682
21363,M,White,1976-10-18,Detective,1950,28.1583
16840,M,White,1982-03-01,Detective,1947,93.7662
31144,M,White,2002-08-26,Sergeant,1980,71.3156
15441,M,White,1988-12-05,Police Officer,1956,75.0908
14964,M,White,1993-12-13,Detective,1965,70.7348
30760,M,Black,1999-03-08,Police Officer,1970,88.2128
16519,F,Hispanic,2007-06-04,Police Officer,1977,21.9480
1376,F,White,1994-09-06,Police Officer,1964,76.0883
28832,M,Asian/Pacific,1998-11-30,Police Officer,1975,44.5378
18766,M,White,1996-11-04,Police Officer,1941,25.2371
22486,M,White,1995-09-05,Police Officer,1969,84.8726
20235,M,Native American/Alaskan Native,1968-06-24,Police Officer,1948,32.2352
3014,M,Black,2002-04-29,Field Training Officer,1971,62.2980
27118,M,White,1977-07-18,Police Officer,1953,54.7631
20422,M,White,1972-04-03,Police Officer,1946,68.9486
31333,M,White,1995-07-10,Police Officer,1972,52.1914
10977,M,White,1999-05-10,Police Officer,1955,45.3441
2588,M,Black,1999-10-25,Police Officer,1973,86.8600
1139,M,White,1998-11-30,Police Officer,1969,67.3673
18939,M,White,1978-02-27,Lieutenant,1951,30.5825
12094,M,White,2002-09-30,Sergeant,1972,32.2800
4060,M,Black,1987-02-02,Detective,1961,81.7202
8123,M,Black,1991-12-02,Police Officer,1964,66.5384
7869,M,White,1997-05-05,Police Officer,1959,53.1221
31058,M,Native American/Alaskan Native,1991-11-18,Police Officer,1970,81.5307
19716,F,Black,1982-06-14,Detective,1947,37.6732
23769,M,Asian/Pacific,2005-09-26,Police Officer,1978,92.7560
4914,M,Black,1965-03-01,Police Officer,1939,80.1084
27868,M,White,1971-10-12,Police Officer,1950,34.7369
15833,M,Black,1957-10-01,Sergeant,1935,34.5820
11530,M,Black,1983-02-14,Police Officer,1960,84.3639
31996,M,Hispanic,2001-07-30,Police Officer,1975,75.0716
10652,F,Hispanic,1991-05-22,Police Officer,1959,47.0243
18054,M,Black,2010-09-01,Police Officer,1978,58.5801
27270,M,White,1994-10-03,Sergeant,1970,98.8766
29642,M,Hispanic,2003-10-27,Police Officer,1973,61.3198
23473,M,White,1958-02-16,Sergeant,1935,39.3232
5269,M,White,2004-10-25,Sergeant,1979,77.2764
27171,M,Black,2006-07-31,Police Officer,1978,70.4864
26249,M,White,1968-03-04,Detective,1945,57.7200
2704,M,White,1990-03-26,Police Officer,1965,54.3502
14893,M,White,2008-04-28,Police Officer,1982,46.8687
28322,M,White,1970-09-14,Police Officer,1943,61.3983
16877,M,White,1994-05-02,Police Officer,1967,75.4447
17137,M,White,1969-12-01,Police Officer,1946,28.1436
2635,M,Black,1985-11-18,Field Training Officer,1958,71.3902
30751,M,White,1975-05-19,Police Officer,1949,78.3980
4078,M,Black,2005-08-29,Police Officer,1975,96.7865
13830,M,Black,1994-05-31,Police Officer,1967,66.6081
8627,M,White,1999-10-25,Police Officer,1976,73.9483
17648,M,White,2005-01-03,Police Officer,1979,45.1798
21966,M,White,1998-06-29,Sergeant,1965,27.2363
4653,M,White,1966-07-11,Police Officer,1945,16.3376
8705,M,White,1998-12-14,Detective,1972,54.2083
6335,M,Black,1996-03-18,Police Officer,1963,53.2192
13555,M,White,2006-05-22,Police Officer,1976,64.0480
343,M,Black,1975-05-21,Police Officer,1950,37.3083
7731,M,Hispanic,1995-08-07,Sergeant,1970,71.1092
21872,M,White,2003-08-25,Police Officer,1977,18.8950
5699,M,Black,1966-09-19,Police Officer,1935,19.8430
11945,M,White,1996-11-04,Detective,1968,30.9312
15032,M,White,1996-07-08,Police Officer,1959,84.7923
